https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNB,Volume USD
1666069200,2022-10-18 05:00:00,BNB/USD,274.0631,274.0631,273.8772,273.8772,0.625,171.17325
1666054800,2022-10-18 01:00:00,BNB/USD,275.2189,275.2189,274.4051,274.4051,0.103781,28.4780356831
1666044000,2022-10-17 22:00:00,BNB/USD,275.9823,275.9823,275.9823,275.9823,0.361472,99.7598739456
1666040400,2022-10-17 21:00:00,BNB/USD,274.5978,274.5978,274.5976,274.5976,0.410191,112.63746414159999
1666036800,2022-10-17 20:00:00,BNB/USD,275.3564,275.3564,275.3564,275.3564,0.036208,9.970104531199999
1666033200,2022-10-17 19:00:00,BNB/USD,275.4816,275.4816,275.4816,275.4816,0.090496,24.9299828736
1666029600,2022-10-17 18:00:00,BNB/USD,274.6297,274.6297,274.6297,274.6297,0.44,120.837068
1666026000,2022-10-17 17:00:00,BNB/USD,275.8765,275.8765,275.8765,275.8765,0.216945,59.8500272925
1666018800,2022-10-17 15:00:00,BNB/USD,274.1795,274.1795,274.1795,274.1795,0.180648,49.529978316000005
1666015200,2022-10-17 14:00:00,BNB/USD,274.0,274.9933,265.6132,273.5951,0.149412,40.8783910812
1666011600,2022-10-17 13:00:00,BNB/USD,273.757,275.4058,273.757,275.2434,1.107895,304.940786643
1666008000,2022-10-17 12:00:00,BNB/USD,272.5794,272.5794,272.5794,272.5794,0.528103,143.9499988782
1665986400,2022-10-17 06:00:00,BNB/USD,271.1057,271.1057,271.1057,271.1057,0.118,31.9904726
1665979200,2022-10-17 04:00:00,BNB/USD,270.5081,270.5081,270.5081,270.5081,0.517,139.85268770000002
1665972000,2022-10-17 02:00:00,BNB/USD,271.2845,271.2845,271.2845,271.2845,0.209342,56.791239798999996
1665950400,2022-10-16 20:00:00,BNB/USD,274.2788,274.2788,273.5777,273.5777,0.254946,69.7475403042
1665946800,2022-10-16 19:00:00,BNB/USD,273.0769,273.0769,273.0769,273.0769,2.956053,807.2297894757
1665939600,2022-10-16 17:00:00,BNB/USD,273.9966,273.9966,270.0016,270.0016,4.035701,1089.6457271216002
1665936000,2022-10-16 16:00:00,BNB/USD,270.7732,275.3661,270.7732,275.3661,1.206538,332.23966356180006
1665932400,2022-10-16 15:00:00,BNB/USD,270.5913,270.5913,270.5913,270.5913,0.379723,102.7497402099
1665928800,2022-10-16 14:00:00,BNB/USD,269.5533,269.5533,269.5533,269.5533,0.22,59.301725999999995
1665914400,2022-10-16 10:00:00,BNB/USD,270.7112,270.7112,270.0255,270.0529,0.906955,244.9258279195
1665907200,2022-10-16 08:00:00,BNB/USD,269.9414,270.2115,265.0001,270.2115,3.442296,930.147965604
1665903600,2022-10-16 07:00:00,BNB/USD,270.4461,270.7389,265.0001,265.0001,25.917637,6868.176396763699
1665896400,2022-10-16 05:00:00,BNB/USD,270.6047,270.6047,270.6047,270.6047,0.120877,32.7098843219
1665882000,2022-10-16 01:00:00,BNB/USD,268.7839,268.7839,268.7839,268.7839,0.203347,54.656399713300004
1665878400,2022-10-16 00:00:00,BNB/USD,268.5981,268.5981,268.5981,268.5981,0.258266,69.3697568946
1665864000,2022-10-15 20:00:00,BNB/USD,269.5542,269.5542,269.5542,269.5542,0.166063,44.76297911459999
1665860400,2022-10-15 19:00:00,BNB/USD,270.5731,270.8072,269.7459,269.7474,4.068512,1097.4705338688002
1665856800,2022-10-15 18:00:00,BNB/USD,270.1046,270.2725,269.6772,269.6772,1.25,337.09650000000005
1665849600,2022-10-15 16:00:00,BNB/USD,270.5372,270.5372,270.5372,270.5372,0.549302,148.60662503439997
1665838800,2022-10-15 13:00:00,BNB/USD,270.6735,270.6735,269.7623,270.5734,0.761871,206.1420268314
1665828000,2022-10-15 10:00:00,BNB/USD,286.9997,286.9999,286.9997,286.9999,0.370731,106.3997599269
1665824400,2022-10-15 09:00:00,BNB/USD,268.7906,286.9999,260.0001,270.4262,8.048302,2176.4717263124
1665806400,2022-10-15 04:00:00,BNB/USD,270.6755,270.7893,270.6755,270.7893,0.423591,114.70391037630002
