https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume USD
1698364800,2023-10-27,USDT/USD,1.0,1.0003,1.0,1.0003,8032.378927,8034.7886406781
1698278400,2023-10-26,USDT/USD,1.0,1.0003,1.0,1.0,2961.563712,2961.563712
1698192000,2023-10-25,USDT/USD,0.9999,1.0003,0.9999,1.0,32430.014205,32430.014205
1698105600,2023-10-24,USDT/USD,1.0003,1.0003,0.9999,1.0,13458.267474,13458.267474
1698019200,2023-10-23,USDT/USD,1.0003,1.0004,1.0001,1.0001,67164.329011,67171.0454439011
1697932800,2023-10-22,USDT/USD,1.0002,1.0003,1.0002,1.0003,6733.007881,6735.0277833643
1697846400,2023-10-21,USDT/USD,1.0002,1.0002,1.0001,1.0002,2900.895003,2901.4751820006
1697760000,2023-10-20,USDT/USD,1.0001,1.0002,1.0001,1.0002,22287.030331,22291.4877370662
1697673600,2023-10-19,USDT/USD,1.0,1.0001,1.0,1.0001,22852.633864,22854.919127386398
1697587200,2023-10-18,USDT/USD,0.9997,1.0,0.9997,1.0,73157.376592,73157.376592
1697500800,2023-10-17,USDT/USD,0.9996,0.9997,0.9996,0.9997,32955.471761,32945.5851194717
1697414400,2023-10-16,USDT/USD,1.0002,1.0002,0.9991,0.9996,236793.064667,236698.3474411332
1697328000,2023-10-15,USDT/USD,1.0001,1.0001,1.0001,1.0001,3916.137,3916.5286137000003
1697241600,2023-10-14,USDT/USD,1.0001,1.0001,1.0001,1.0001,2504.185625,2504.4360435625
1697155200,2023-10-13,USDT/USD,1.0001,1.0001,1.0001,1.0001,3207.669725,3207.9904919725
1697068800,2023-10-12,USDT/USD,1.0001,1.0001,1.0001,1.0001,4591.576924,4592.0360816924
1696982400,2023-10-11,USDT/USD,1.0002,1.0002,1.0001,1.0001,7695.407032,7696.1765727032
1696896000,2023-10-10,USDT/USD,1.0002,1.0005,1.0002,1.0002,7080.520037,7081.9361410074
1696809600,2023-10-09,USDT/USD,1.0005,1.0005,1.0,1.0002,13720.39471,13723.138788942
1696723200,2023-10-08,USDT/USD,1.0004,1.0005,1.0002,1.0005,23403.612855,23415.3146614275
1696636800,2023-10-07,USDT/USD,1.0003,1.0004,1.0003,1.0004,16522.396035,16529.004993414
1696550400,2023-10-06,USDT/USD,1.0002,1.0003,1.0,1.0003,8904.669353,8907.340753805898
1696464000,2023-10-05,USDT/USD,1.0,1.0003,1.0,1.0,17262.449696,17262.449696
1696377600,2023-10-04,USDT/USD,1.0003,1.0003,1.0,1.0,5160.378216,5160.378216
1696291200,2023-10-03,USDT/USD,1.0003,1.0003,0.9983,1.0,6417.480285,6417.480285
1696204800,2023-10-02,USDT/USD,0.9999,1.0003,0.9999,1.0003,27421.749979,27429.9765039937
1696118400,2023-10-01,USDT/USD,0.9999,1.0002,0.9999,0.9999,4995.666687,4995.1671203313
1696032000,2023-09-30,USDT/USD,1.0,1.0002,0.9999,1.0002,45297.756498,45306.8160492996
1695945600,2023-09-29,USDT/USD,0.9998,1.0,0.9997,0.9998,11462.074342,11459.7819271316
1695859200,2023-09-28,USDT/USD,0.9998,1.0001,0.9998,1.0,13502.022225,13502.022225
1695772800,2023-09-27,USDT/USD,0.9998,1.0001,0.9998,0.9998,4707.798404,4706.8568443192
1695686400,2023-09-26,USDT/USD,0.9998,0.9998,0.9998,0.9998,5519.359647,5518.2557750706
1695600000,2023-09-25,USDT/USD,1.0002,1.0002,0.9998,0.9998,19840.789187,19836.8210291626
1695513600,2023-09-24,USDT/USD,0.9999,1.0002,0.9999,1.0002,5723.699648,5724.8443879296
1695427200,2023-09-23,USDT/USD,0.9999,1.0,0.9999,0.9999,7200.50975,7199.789699025
1695340800,2023-09-22,USDT/USD,0.9999,1.0002,0.9999,0.9999,15204.692272,15203.1718027728
1695254400,2023-09-21,USDT/USD,1.0,1.0003,0.9999,0.9999,12127.714765,12126.501993523501
1695168000,2023-09-20,USDT/USD,1.0003,1.0003,1.0,1.0,6362.499394,6362.499394
1695081600,2023-09-19,USDT/USD,1.0002,1.0003,1.0002,1.0003,20042.531079,20048.543838323698
1694995200,2023-09-18,USDT/USD,1.0002,1.0002,0.9999,0.9999,11066.99497,11065.888270503
1694908800,2023-09-17,USDT/USD,1.0001,1.0002,1.0001,1.0002,24590.655801,24595.5739321602
1694822400,2023-09-16,USDT/USD,1.0,1.0001,1.0,1.0001,2723.059672,2723.3319779671997
1694736000,2023-09-15,USDT/USD,1.0001,1.0001,0.9998,1.0001,5566.95675,5567.513445675
1694649600,2023-09-14,USDT/USD,1.0001,1.0001,0.9998,1.0001,20308.336139,20310.366972613898
1694563200,2023-09-13,USDT/USD,0.9998,1.0001,0.9997,1.0001,16858.472809,16860.1586562809
1694476800,2023-09-12,USDT/USD,0.9998,1.0,0.9996,1.0,80023.272717,80023.272717
1694390400,2023-09-11,USDT/USD,0.9995,0.9998,0.9995,0.9998,15487.42314,15484.325655372
1694304000,2023-09-10,USDT/USD,0.9998,0.9998,0.9995,0.9995,10089.602348,10084.557546826001
1694217600,2023-09-09,USDT/USD,0.9998,0.9998,0.9995,0.9998,2076.211806,2075.7965636388
1694131200,2023-09-08,USDT/USD,0.9995,0.9998,0.9995,0.9998,9076.288151,9074.4728933698
1694044800,2023-09-07,USDT/USD,0.9996,0.9996,0.9995,0.9995,15231.604964,15223.989161518
1693958400,2023-09-06,USDT/USD,0.9996,0.9999,0.9996,0.9996,17934.553029,17927.3792077884
1693872000,2023-09-05,USDT/USD,0.9996,0.9996,0.9996,0.9996,1877.258995,1876.508091402
1693785600,2023-09-04,USDT/USD,0.9997,1.0,0.9996,0.9996,14912.664476,14906.699410209601
1693699200,2023-09-03,USDT/USD,1.0,1.0,0.9997,1.0,5385.484895,5385.484895
1693612800,2023-09-02,USDT/USD,0.9997,1.0,0.9997,1.0,5231.476223,5231.476223
1693526400,2023-09-01,USDT/USD,0.9997,0.9997,0.9997,0.9997,9263.728407,9260.949288477901
1693440000,2023-08-31,USDT/USD,0.9999,1.0,0.9997,0.9997,29414.105486,29405.281254354202
1693353600,2023-08-30,USDT/USD,0.9999,0.9999,0.9996,0.9999,18200.492647,18198.672597735298
1693267200,2023-08-29,USDT/USD,0.9995,1.0,0.9995,0.9999,17237.326811,17235.603078318898
1693180800,2023-08-28,USDT/USD,0.9998,0.9999,0.9995,0.9995,16309.100705,16300.946154647501
1693094400,2023-08-27,USDT/USD,0.9996,0.9996,0.9995,0.9995,2591.204995,2589.9093925025004
1693008000,2023-08-26,USDT/USD,0.9996,0.9999,0.9996,0.9996,18430.119139,18422.747091344398
1692921600,2023-08-25,USDT/USD,0.9997,1.0,0.9996,0.9996,14401.217414,14395.456927034402
1692835200,2023-08-24,USDT/USD,0.9997,1.0,0.9997,0.9997,21788.278355,21781.7418714935
1692748800,2023-08-23,USDT/USD,0.9998,1.0,0.999,0.9997,19092.744687,19087.0168635939
1692662400,2023-08-22,USDT/USD,0.9999,0.9999,0.9998,0.9998,21183.04287,21178.806261426
1692576000,2023-08-21,USDT/USD,1.0,1.0003,0.9999,0.9999,20225.977749,20223.955151225102
1692489600,2023-08-20,USDT/USD,1.0,1.0003,1.0,1.0003,7124.561212,7126.6985803636
1692403200,2023-08-19,USDT/USD,1.0001,1.0003,1.0,1.0,12262.182302,12262.182302
1692316800,2023-08-18,USDT/USD,1.0002,1.0004,0.9999,1.0,63472.195044,63472.195044
1692230400,2023-08-17,USDT/USD,0.9991,1.0002,0.9989,1.0002,324270.855994,324335.7101651988
